issue,project,url,estimate,closed,labels,milestone
Set up webpack for static asset management,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/147,,2019-01-31 19:33:17+00:00,chore,v0.10.0
Member addresses map (on member detail page),mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/146,1.0,2019-04-01 15:46:43+00:00,design,v0.12
Pagination design for interaction with members list rolodex,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/145,5.0,2019-03-07 22:09:33+00:00,design,v0.11
Set up solr for search indexing,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/144,2.0,2019-02-20 17:35:04+00:00,chore,v0.10.0
"As a user, I want to browse a list of library members sorted alphabetically by last name so that I can see all the names of people known to have patronized the library.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/143,2.0,2019-02-21 18:59:17+00:00,,v0.11
"As a user, I want to search for library members by name or partial name so that I can find specific people I’m interested in.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/142,2.0,2019-04-08 17:58:13+00:00,,v0.13
"As a user, I want to see available demographic and library information (birth/death dates, nationality, membership dates, link to VIAF if available) for an individual library member, so that I can find out more about the person.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/141,1.0,2019-02-15 17:19:23+00:00,,v0.10.0
"As a user, I want the members list page updated as soon as I change search terms, filters, or results page so that I can refine my search without losing my place in the form and have results load more quickly.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/140,8.0,2019-05-08 22:32:29+00:00,,v0.15
"Redesign the search/filters for ""Members"", ""Lending Cards"", and ""Books""",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/139,3.0,2019-02-01 18:34:21+00:00,design,
"Upload ""Homepage"", ""About"", ""Analysis"", and ""Sources"" pages to Zeplin ",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/138,1.0,2019-01-24 22:27:52+00:00,design,v0.10.0
Begin to do everything noted in the S&Co rough plan,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/137,,2019-01-03 16:57:26+00:00,design,
Start to write a rough plan for myself for S&Co,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/136,,2019-01-03 16:56:49+00:00,design,
Start moving all the existing (needed) designs from Sketch to Adobe XD,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/135,,2019-01-03 16:57:18+00:00,design,
"As a content editor, I want to document the source of purchasing event information so that it will be linked to the card image for eventual public display.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/132,1.0,2018-12-18 16:58:07+00:00,,
"As a content editor, I need to add and edit partial dates for purchasing events so that I can record whatever portion of the date is available when the exact date is not known.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/131,2.0,2018-12-18 16:57:00+00:00,,
"As a content editor, I want to add and edit purchasing events so that I can add identified purchases visible on lending library cards.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/130,1.0,2018-12-18 22:20:00+00:00,,
account earliest_date and last_date methods don't account for partially known dates,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/129,,2019-05-23 18:16:26+00:00,bug,v0.16
Meeting notes 9.25.18,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/128,,2018-09-25 18:39:39+00:00,,
"As a content admin, I want to mark a person record as verified so that I can document that all the information in the record has been checked against the relevant archival sources.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/127,0.0,2018-09-24 17:46:49+00:00,,Personography editing exports and reports
"As an admin, I want to generate a report of library members with large time gaps between events in their account history to identify records that may need demerging.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/124,3.0,2018-09-25 23:50:29+00:00,,Personography editing exports and reports
"As a content admin, I want to export information about people in the database so I can work with it in other systems such as OpenRefine.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/123,3.0,2018-09-26 00:29:07+00:00,,Personography editing exports and reports
generate list of people with duplicate VIAF ids,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/122,,2018-09-19 19:55:06+00:00,chore,Personography editing exports and reports
"As a content editor, I want to add partial start-end date information for addresses so I can document the dates when only the month or year is known.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/121,0.0,2019-04-24 20:56:50+00:00,,v0.14
Footnote editing causes a server error,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/120,,2018-09-24 17:44:17+00:00,,Personography editing exports and reports
Merging into a logbook only person deletes associated bibliography if present,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/119,,2018-09-24 18:06:58+00:00,,Personography editing exports and reports
csv export for finding aid metadata,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/118,5.0,2019-05-23 20:20:13+00:00,chore,v0.16
"As a content editor, I want to see and sort on the date an item or person record was last updated so I can easily find recently edited records.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/112,1.0,2018-06-22 15:57:45+00:00,,Item admin improvements
"As a content editor, I want to enter negative birth and death years so I can track biographical data for authors like Euripides.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/111,1.0,2018-06-22 17:10:44+00:00,question,Item admin improvements
"As a content editor, I want to search items by database id so that I can easily find items using the identifiers in the CSV export or notes.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/110,0.0,2018-06-22 16:55:49+00:00,,Item admin improvements
"As a content editor, I want the option of merging people without accounts so that I can merge records for creators who were accidentally entered twice.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/109,2.0,2018-06-22 17:10:26+00:00,,Item admin improvements
"As a content editor, I want to merge item records so that I can combine item records and associate borrowing events when I've identified duplicated items.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/107,5.0,2020-01-21 21:54:14+00:00,wontfix,
"As a content editor, I want to filter people in the personography by creator or library member so I can look at a subset of the people based on the kind of data work I'm doing.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/106,1.0,2018-06-22 15:31:56+00:00,,Item admin improvements
Bug-- auto-populate sort-name function acting up,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/102,,2018-05-09 02:19:26+00:00,bug,Card import & bibliographic admin
"As a global admin, I want a CSV export of bibliographic item data so that I can track data work and explore bulk data enhancements.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/100,,2018-05-08 23:59:03+00:00,,Card import & bibliographic admin
Validate MEP ID uniqueness while allowing null,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/95,,2018-04-27 20:22:41+00:00,,Card import & bibliographic admin
" As an content editor, I want to see how many times an item has been borrowed and have an easy way to access all borrowing events for that item so I can investigate unclear titles and remove unused ones.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/94,2.0,2018-05-09 00:32:59+00:00,,Card import & bibliographic admin
"As an content editor, I want to view borrowing event notes and edit purchase status on the list view so that I can quickly mark bought items that can't be autodetected on import.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/93,,2018-05-08 10:19:26+00:00,,Card import & bibliographic admin
Admin menu order on the main dashboard is unstable,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/91,1.0,2018-05-09 00:25:32+00:00,bug,Card import & bibliographic admin
"As a content editor, I want to view and edit borrowing events so that I can review data imported from the cards and correct any errors.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/90,2.0,2018-05-09 00:33:31+00:00,,Card import & bibliographic admin
"As a content editor, I want to see an indicator if a person has an associated card so that I can distinguish library members with cards.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/89,1.0,2018-05-06 20:20:42+00:00,,Card import & bibliographic admin
"As a global admin, I want the source of borrowing event information documented so that I can refer back to the item if necessary.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/88,3.0,2018-05-08 14:01:23+00:00,,Card import & bibliographic admin
"As a content editor, I need to view and edit partial dates for borrowing events so that I can see and record whatever portion of the date is available when the exact date is not known.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/87,3.0,2018-05-09 00:31:55+00:00,,Card import & bibliographic admin
"As a content editor, I want to create and edit item creator types so that I can track item creator roles including author, translator, and editor. ",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/86,1.0,2018-05-09 02:30:51+00:00,,Card import & bibliographic admin
"As a content editor, I want to create and edit library item records so that I can review, correct, and expand on basic metadata for imported library item stub data.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/83,2.0,2018-05-08 10:21:26+00:00,,Card import & bibliographic admin
"As a content editor, I want to view and edit subscription purchase date separate from start and end date so that start and end dates accurately reflect the membership period.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/80,2.0,2020-04-30 21:04:09+00:00,,v0.29
One-time data migration to correct subscription durations not converted from months to days,mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/79,1.0,2018-04-17 16:03:17+00:00,chore,
"As a global admin, I want a one-time import of regularized titles so that items can be managed in the database and associated with borrowing events.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/78,2.0,2018-05-07 14:36:55+00:00,,Card import & bibliographic admin
"As a content editor, I want to return to the page I was on when I started the process of merging people records so that I can continue working where I left off.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/77,1.0,2018-04-12 18:36:36+00:00,,
"As a content editor, I want to see a listing of reimbursements that an individual's account received, so that I can examine patterns in reimbursements as part of the lending library.",mep-django,https://api.github.com/repos/Princeton-CDH/mep-django/issues/76,1.0,2018-04-12 18:34:48+00:00,,
